run_accession,tax_id,scientific_name,study_accession,sample_accession,instrument_platform,instrument_model,library_strategy,library_source,library_selection,read_count,fastq_ftp
SRR8437808,72542,Capra ibex,PRJNA514886,SAMN10736146,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,249096011,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/008/SRR8437808/SRR8437808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/008/SRR8437808/SRR8437808_2.fastq.gz
SRR8437775,72542,Capra ibex,PRJNA514886,SAMN10736125,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,240776337,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/005/SRR8437775/SRR8437775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/005/SRR8437775/SRR8437775_2.fastq.gz
SRR8437807,72542,Capra ibex,PRJNA514886,SAMN10736147,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,240031870,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/007/SRR8437807/SRR8437807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/007/SRR8437807/SRR8437807_2.fastq.gz
SRR8437811,72542,Capra ibex,PRJNA514886,SAMN10736143,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,238227006,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/001/SRR8437811/SRR8437811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/001/SRR8437811/SRR8437811_2.fastq.gz
SRR8437799,72542,Capra ibex,PRJNA514886,SAMN10736136,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,236865746,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/009/SRR8437799/SRR8437799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/009/SRR8437799/SRR8437799_2.fastq.gz
SRR8437804,72542,Capra ibex,PRJNA514886,SAMN10736148,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,232501688,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/004/SRR8437804/SRR8437804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/004/SRR8437804/SRR8437804_2.fastq.gz
SRR8437806,72542,Capra ibex,PRJNA514886,SAMN10736144,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,228640232,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/006/SRR8437806/SRR8437806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/006/SRR8437806/SRR8437806_2.fastq.gz
SRR8437796,72542,Capra ibex,PRJNA514886,SAMN10736133,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,228368574,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/006/SRR8437796/SRR8437796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/006/SRR8437796/SRR8437796_2.fastq.gz
SRR8437803,72542,Capra ibex,PRJNA514886,SAMN10736149,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM,227365943,ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/003/SRR8437803/SRR8437803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR843/003/SRR8437803/SRR8437803_2.fastq.gz
ERR10027687,111900,Erebia cassioides,PRJEB54919,SAMEA110460641,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,49841832,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/087/ERR10027687/ERR10027687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/087/ERR10027687/ERR10027687_2.fastq.gz
ERR10027657,111900,Erebia cassioides,PRJEB54919,SAMEA110460605,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,40425970,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10027657/ERR10027657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10027657/ERR10027657_2.fastq.gz
ERR10027654,111900,Erebia cassioides,PRJEB54919,SAMEA110460604,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,40242820,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027654/ERR10027654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/054/ERR10027654/ERR10027654_2.fastq.gz
ERR10025897,111900,Erebia cassioides,PRJEB54919,SAMEA110460586,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,39905852,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10025897/ERR10025897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10025897/ERR10025897_2.fastq.gz
ERR10027692,111900,Erebia cassioides,PRJEB54919,SAMEA110460587,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,37822514,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/092/ERR10027692/ERR10027692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/092/ERR10027692/ERR10027692_2.fastq.gz
ERR10027673,111900,Erebia cassioides,PRJEB54919,SAMEA110460608,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,33884246,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/073/ERR10027673/ERR10027673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/073/ERR10027673/ERR10027673_2.fastq.gz
ERR10026497,111900,Erebia cassioides,PRJEB54919,SAMEA110460583,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,29647360,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10026497/ERR10026497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10026497/ERR10026497_2.fastq.gz
ERR10026363,111900,Erebia cassioides,PRJEB54919,SAMEA110460568,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,29237754,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/063/ERR10026363/ERR10026363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/063/ERR10026363/ERR10026363_2.fastq.gz
ERR10026341,111900,Erebia cassioides,PRJEB54919,SAMEA110460563,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,28631028,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/041/ERR10026341/ERR10026341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/041/ERR10026341/ERR10026341_2.fastq.gz
ERR10027618,111900,Erebia cassioides,PRJEB54919,SAMEA110460583,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,28397638,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10027618/ERR10027618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10027618/ERR10027618_2.fastq.gz
ERR10027464,111900,Erebia cassioides,PRJEB54919,SAMEA110460568,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,28045320,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/064/ERR10027464/ERR10027464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/064/ERR10027464/ERR10027464_2.fastq.gz
ERR10026492,111900,Erebia cassioides,PRJEB54919,SAMEA110460590,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,27834818,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/092/ERR10026492/ERR10026492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/092/ERR10026492/ERR10026492_2.fastq.gz
ERR10029960,111900,Erebia cassioides,PRJEB54919,SAMEA110460583,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,27795412,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/060/ERR10029960/ERR10029960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/060/ERR10029960/ERR10029960_2.fastq.gz
ERR10026330,111900,Erebia cassioides,PRJEB54919,SAMEA110460566,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,27657638,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/030/ERR10026330/ERR10026330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/030/ERR10026330/ERR10026330_2.fastq.gz
ERR10026311,111900,Erebia cassioides,PRJEB54919,SAMEA110460574,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,RANDOM,27510708,ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/011/ERR10026311/ERR10026311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/011/ERR10026311/ERR10026311_2.fastq.gz
SRR10136029,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779848,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,457586342,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/029/SRR10136029/SRR10136029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/029/SRR10136029/SRR10136029_2.fastq.gz
SRR10136033,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779844,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,262570836,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/033/SRR10136033/SRR10136033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/033/SRR10136033/SRR10136033_2.fastq.gz
SRR10136028,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779849,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,219293389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/028/SRR10136028/SRR10136028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/028/SRR10136028/SRR10136028_2.fastq.gz
SRR10136031,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779846,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,218767680,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10136031/SRR10136031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/031/SRR10136031/SRR10136031_2.fastq.gz
SRR10136032,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779845,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,213673719,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/032/SRR10136032/SRR10136032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/032/SRR10136032/SRR10136032_2.fastq.gz
SRR10136030,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779847,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,147941177,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/030/SRR10136030/SRR10136030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/030/SRR10136030/SRR10136030_2.fastq.gz
SRR10135984,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779842,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,147863908,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10135984/SRR10135984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/084/SRR10135984/SRR10135984_2.fastq.gz
SRR10135983,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779843,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,136597568,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/083/SRR10135983/SRR10135983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/083/SRR10135983/SRR10135983_2.fastq.gz
SRR10135992,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779882,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,7397319,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/092/SRR10135992/SRR10135992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/092/SRR10135992/SRR10135992_2.fastq.gz
SRR10136019,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779857,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,7009466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/019/SRR10136019/SRR10136019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/019/SRR10136019/SRR10136019_2.fastq.gz
SRR10136020,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779856,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6343803,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/020/SRR10136020/SRR10136020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/020/SRR10136020/SRR10136020_2.fastq.gz
SRR10136022,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779854,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6286012,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/022/SRR10136022/SRR10136022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/022/SRR10136022/SRR10136022_2.fastq.gz
SRR10136011,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779864,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,6237971,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/011/SRR10136011/SRR10136011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/011/SRR10136011/SRR10136011_2.fastq.gz
SRR10135993,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779881,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,5887990,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10135993/SRR10135993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10135993/SRR10135993_2.fastq.gz
SRR10136027,69293,Gasterosteus aculeatus,PRJNA566094,SAMN12779850,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,5769652,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/027/SRR10136027/SRR10136027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/027/SRR10136027/SRR10136027_2.fastq.gz
SRR23190328,56313,Tyto alba,PRJNA925445,SAMN32873731,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,132525640,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/028/SRR23190328/SRR23190328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/028/SRR23190328/SRR23190328_2.fastq.gz
SRR23190339,56313,Tyto alba,PRJNA925445,SAMN32873738,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,131051561,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23190339/SRR23190339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23190339/SRR23190339_2.fastq.gz
SRR23190329,56313,Tyto alba,PRJNA925445,SAMN32873730,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,129796858,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/029/SRR23190329/SRR23190329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/029/SRR23190329/SRR23190329_2.fastq.gz
SRR23190346,56313,Tyto alba,PRJNA925445,SAMN32873723,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,129708692,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23190346/SRR23190346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23190346/SRR23190346_2.fastq.gz
SRR23190344,56313,Tyto alba,PRJNA925445,SAMN32873733,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,128188035,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23190344/SRR23190344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23190344/SRR23190344_2.fastq.gz
SRR23190347,56313,Tyto alba,PRJNA925445,SAMN32873722,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,123691170,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23190347/SRR23190347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/047/SRR23190347/SRR23190347_2.fastq.gz
SRR23190334,56313,Tyto alba,PRJNA925445,SAMN32873725,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,122420986,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23190334/SRR23190334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23190334/SRR23190334_2.fastq.gz
SRR23190338,56313,Tyto alba,PRJNA925445,SAMN32873739,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,122034738,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23190338/SRR23190338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23190338/SRR23190338_2.fastq.gz
SRR23190331,56313,Tyto alba,PRJNA925445,SAMN32873728,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,120296512,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/031/SRR23190331/SRR23190331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/031/SRR23190331/SRR23190331_2.fastq.gz
SRR23190337,56313,Tyto alba,PRJNA925445,SAMN32873740,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,118917977,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23190337/SRR23190337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23190337/SRR23190337_2.fastq.gz
SRR23190335,56313,Tyto alba,PRJNA925445,SAMN32873724,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114373181,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23190335/SRR23190335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23190335/SRR23190335_2.fastq.gz
SRR23190340,56313,Tyto alba,PRJNA925445,SAMN32873737,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114335099,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23190340/SRR23190340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23190340/SRR23190340_2.fastq.gz
SRR23190345,56313,Tyto alba,PRJNA925445,SAMN32873732,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,114197058,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23190345/SRR23190345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23190345/SRR23190345_2.fastq.gz
SRR23190330,56313,Tyto alba,PRJNA925445,SAMN32873729,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,112903036,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/030/SRR23190330/SRR23190330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/030/SRR23190330/SRR23190330_2.fastq.gz
SRR23190336,56313,Tyto alba,PRJNA925445,SAMN32873741,ILLUMINA,Illumina HiSeq 2500,WGS,GENOMIC,RANDOM,111269244,ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23190336/SRR23190336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23190336/SRR23190336_2.fastq.gz
SRR10728586,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623715,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,15452778,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/086/SRR10728586/SRR10728586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/086/SRR10728586/SRR10728586_2.fastq.gz
SRR10728797,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623770,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,14729533,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10728797/SRR10728797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/097/SRR10728797/SRR10728797_2.fastq.gz
SRR10728727,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623833,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,13403282,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/027/SRR10728727/SRR10728727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/027/SRR10728727/SRR10728727_2.fastq.gz
SRR11026704,1047171,Zymoseptoria tritici,PRJNA596434,SAMN14002726,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,12384026,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11026704/SRR11026704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/004/SRR11026704/SRR11026704_2.fastq.gz
SRR11026703,1047171,Zymoseptoria tritici,PRJNA596434,SAMN14002727,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,12195122,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11026703/SRR11026703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/003/SRR11026703/SRR11026703_2.fastq.gz
SRR10728694,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623863,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,9650575,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/094/SRR10728694/SRR10728694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/094/SRR10728694/SRR10728694_2.fastq.gz
SRR11026702,1047171,Zymoseptoria tritici,PRJNA596434,SAMN14002728,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,9224238,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11026702/SRR11026702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/002/SRR11026702/SRR11026702_2.fastq.gz
SRR10728852,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623720,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8942839,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10728852/SRR10728852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/052/SRR10728852/SRR10728852_2.fastq.gz
SRR10728823,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623746,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8461490,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/023/SRR10728823/SRR10728823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/023/SRR10728823/SRR10728823_2.fastq.gz
SRR10728692,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623865,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8214846,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/092/SRR10728692/SRR10728692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/092/SRR10728692/SRR10728692_2.fastq.gz
SRR10728587,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623714,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8151249,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/087/SRR10728587/SRR10728587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/087/SRR10728587/SRR10728587_2.fastq.gz
SRR11026701,1047171,Zymoseptoria tritici,PRJNA596434,SAMN14002729,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8114322,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11026701/SRR11026701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/001/SRR11026701/SRR11026701_2.fastq.gz
SRR10728688,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623868,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8113610,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/088/SRR10728688/SRR10728688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/088/SRR10728688/SRR10728688_2.fastq.gz
SRR10728831,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623739,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,8026630,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/031/SRR10728831/SRR10728831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/031/SRR10728831/SRR10728831_2.fastq.gz
SRR10728715,1047171,Zymoseptoria tritici,PRJNA596434,SAMN13623844,ILLUMINA,Illumina HiSeq 2000,WGS,GENOMIC,RANDOM,7937641,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/015/SRR10728715/SRR10728715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/015/SRR10728715/SRR10728715_2.fastq.gz
